ubicageo_d,entidad_c,entifed1,municip1,mariamtt,mariam1,mariam2
30033,30,VERACRUZ DE IGNACIO DE LA LLAVE,CAZONES DE HERRERA,0,0,0
30034,30,VERACRUZ DE IGNACIO DE LA LLAVE,CERRO AZUL,0,0,0
30035,30,VERACRUZ DE IGNACIO DE LA LLAVE,CITLALTÉPETL,0,0,0
30036,30,VERACRUZ DE IGNACIO DE LA LLAVE,COACOATZINTLA,0,0,0
30037,30,VERACRUZ DE IGNACIO DE LA LLAVE,COAHUITLÁN,0,0,0
30038,30,VERACRUZ DE IGNACIO DE LA LLAVE,COATEPEC,0,0,0
30039,30,VERACRUZ DE IGNACIO DE LA LLAVE,COATZACOALCOS,0,0,0
30040,30,VERACRUZ DE IGNACIO DE LA LLAVE,COATZINTLA,0,0,0
30041,30,VERACRUZ DE IGNACIO DE LA LLAVE,COETZALA,0,0,0
30042,30,VERACRUZ DE IGNACIO DE LA LLAVE,COLIPA,0,0,0
30043,30,VERACRUZ DE IGNACIO DE LA LLAVE,COMAPA,0,0,0
30044,30,VERACRUZ DE IGNACIO DE LA LLAVE,CÓRDOBA,0,0,0
30045,30,VERACRUZ DE IGNACIO DE LA LLAVE,COSAMALOAPAN DE CARPIO,0,0,0
30046,30,VERACRUZ DE IGNACIO DE LA LLAVE,COSAUTLÁN DE CARVAJAL,0,0,0
30047,30,VERACRUZ DE IGNACIO DE LA LLAVE,COSCOMATEPEC,0,0,0
30048,30,VERACRUZ DE IGNACIO DE LA LLAVE,COSOLEACAQUE,0,0,0
30049,30,VERACRUZ DE IGNACIO DE LA LLAVE,COTAXTLA,0,0,0
30050,30,VERACRUZ DE IGNACIO DE LA LLAVE,COXQUIHUI,0,0,0
30051,30,VERACRUZ DE IGNACIO DE LA LLAVE,COYUTLA,0,0,0
30052,30,VERACRUZ DE IGNACIO DE LA LLAVE,CUICHAPA,0,0,0
30053,30,VERACRUZ DE IGNACIO DE LA LLAVE,CUITLÁHUAC,0,0,0
30054,30,VERACRUZ DE IGNACIO DE LA LLAVE,CHACALTIANGUIS,0,0,0
30055,30,VERACRUZ DE IGNACIO DE LA LLAVE,CHALMA,0,0,0
30056,30,VERACRUZ DE IGNACIO DE LA LLAVE,CHICONAMEL,0,0,0
30057,30,VERACRUZ DE IGNACIO DE LA LLAVE,CHICONQUIACO,0,0,0
30058,30,VERACRUZ DE IGNACIO DE LA LLAVE,CHICONTEPEC,0,0,0
30059,30,VERACRUZ DE IGNACIO DE LA LLAVE,CHINAMECA,0,0,0
30060,30,VERACRUZ DE IGNACIO DE LA LLAVE,CHINAMPA DE GOROSTIZA,0,0,0
30061,30,VERACRUZ DE IGNACIO DE LA LLAVE,LAS CHOAPAS,0,0,0
30062,30,VERACRUZ DE IGNACIO DE LA LLAVE,CHOCAMÁN,0,0,0
30063,30,VERACRUZ DE IGNACIO DE LA LLAVE,CHONTLA,0,0,0
30064,30,VERACRUZ DE IGNACIO DE LA LLAVE,CHUMATLÁN,0,0,0
30065,30,VERACRUZ DE IGNACIO DE LA LLAVE,EMILIANO ZAPATA,0,0,0
30066,30,VERACRUZ DE IGNACIO DE LA LLAVE,ESPINAL,0,0,0
30067,30,VERACRUZ DE IGNACIO DE LA LLAVE,FILOMENO MATA,0,0,0
30068,30,VERACRUZ DE IGNACIO DE LA LLAVE,FORTÍN,0,0,0
30069,30,VERACRUZ DE IGNACIO DE LA LLAVE,GUTIÉRREZ ZAMORA,0,0,0
30070,30,VERACRUZ DE IGNACIO DE LA LLAVE,HIDALGOTITLÁN,0,0,0
30071,30,VERACRUZ DE IGNACIO DE LA LLAVE,HUATUSCO,0,0,0
30072,30,VERACRUZ DE IGNACIO DE LA LLAVE,HUAYACOCOTLA,0,0,0
30073,30,VERACRUZ DE IGNACIO DE LA LLAVE,HUEYAPAN DE OCAMPO,0,0,0
30074,30,VERACRUZ DE IGNACIO DE LA LLAVE,HUILOAPAN DE CUAUHTÉMOC,0,0,0
30075,30,VERACRUZ DE IGNACIO DE LA LLAVE,IGNACIO DE LA LLAVE,0,0,0
30076,30,VERACRUZ DE IGNACIO DE LA LLAVE,ILAMATLÁN,0,0,0
30077,30,VERACRUZ DE IGNACIO DE LA LLAVE,ISLA,0,0,0
30078,30,VERACRUZ DE IGNACIO DE LA LLAVE,IXCATEPEC,0,0,0
30079,30,VERACRUZ DE IGNACIO DE LA LLAVE,IXHUACÁN DE LOS REYES,0,0,0
30080,30,VERACRUZ DE IGNACIO DE LA LLAVE,IXHUATLÁN DEL CAFÉ,0,0,0
30081,30,VERACRUZ DE IGNACIO DE LA LLAVE,IXHUATLANCILLO,0,0,0
30082,30,VERACRUZ DE IGNACIO DE LA LLAVE,IXHUATLÁN DEL SURESTE,0,0,0
30083,30,VERACRUZ DE IGNACIO DE LA LLAVE,IXHUATLÁN DE MADERO,0,0,0
30084,30,VERACRUZ DE IGNACIO DE LA LLAVE,IXMATLAHUACAN,0,0,0
30085,30,VERACRUZ DE IGNACIO DE LA LLAVE,IXTACZOQUITLÁN,0,0,0
30086,30,VERACRUZ DE IGNACIO DE LA LLAVE,JALACINGO,0,0,0
30087,30,VERACRUZ DE IGNACIO DE LA LLAVE,XALAPA,0,0,0
30088,30,VERACRUZ DE IGNACIO DE LA LLAVE,JALCOMULCO,0,0,0
30089,30,VERACRUZ DE IGNACIO DE LA LLAVE,JÁLTIPAN,0,0,0
30090,30,VERACRUZ DE IGNACIO DE LA LLAVE,JAMAPA,0,0,0
30091,30,VERACRUZ DE IGNACIO DE LA LLAVE,JESÚS CARRANZA,0,0,0
30092,30,VERACRUZ DE IGNACIO DE LA LLAVE,XICO,0,0,0
30093,30,VERACRUZ DE IGNACIO DE LA LLAVE,JILOTEPEC,0,0,0
30094,30,VERACRUZ DE IGNACIO DE LA LLAVE,JUAN RODRÍGUEZ CLARA,0,0,0
30095,30,VERACRUZ DE IGNACIO DE LA LLAVE,JUCHIQUE DE FERRER,0,0,0
30096,30,VERACRUZ DE IGNACIO DE LA LLAVE,LANDERO Y COSS,0,0,0
30097,30,VERACRUZ DE IGNACIO DE LA LLAVE,LERDO DE TEJADA,0,0,0
30098,30,VERACRUZ DE IGNACIO DE LA LLAVE,MAGDALENA,0,0,0
30099,30,VERACRUZ DE IGNACIO DE LA LLAVE,MALTRATA,0,0,0
30100,30,VERACRUZ DE IGNACIO DE LA LLAVE,MANLIO FABIO ALTAMIRANO,0,0,0
30101,30,VERACRUZ DE IGNACIO DE LA LLAVE,MARIANO ESCOBEDO,0,0,0
30102,30,VERACRUZ DE IGNACIO DE LA LLAVE,MARTÍNEZ DE LA TORRE,0,0,0
30103,30,VERACRUZ DE IGNACIO DE LA LLAVE,MECATLÁN,0,0,0
30104,30,VERACRUZ DE IGNACIO DE LA LLAVE,MECAYAPAN,0,0,0
30105,30,VERACRUZ DE IGNACIO DE LA LLAVE,MEDELLÍN DE BRAVO,0,0,0
30106,30,VERACRUZ DE IGNACIO DE LA LLAVE,MIAHUATLÁN,0,0,0
30107,30,VERACRUZ DE IGNACIO DE LA LLAVE,LAS MINAS,0,0,0
30108,30,VERACRUZ DE IGNACIO DE LA LLAVE,MINATITLÁN,0,0,0
30109,30,VERACRUZ DE IGNACIO DE LA LLAVE,MISANTLA,0,0,0
30110,30,VERACRUZ DE IGNACIO DE LA LLAVE,MIXTLA DE ALTAMIRANO,0,0,0
30111,30,VERACRUZ DE IGNACIO DE LA LLAVE,MOLOACÁN,0,0,0
30112,30,VERACRUZ DE IGNACIO DE LA LLAVE,NAOLINCO,0,0,0
30113,30,VERACRUZ DE IGNACIO DE LA LLAVE,NARANJAL,0,0,0
30114,30,VERACRUZ DE IGNACIO DE LA LLAVE,NAUTLA,0,0,0
30115,30,VERACRUZ DE IGNACIO DE LA LLAVE,NOGALES,0,0,0
30116,30,VERACRUZ DE IGNACIO DE LA LLAVE,OLUTA,0,0,0
30117,30,VERACRUZ DE IGNACIO DE LA LLAVE,OMEALCA,0,0,0
30118,30,VERACRUZ DE IGNACIO DE LA LLAVE,ORIZABA,0,0,0
30119,30,VERACRUZ DE IGNACIO DE LA LLAVE,OTATITLÁN,0,0,0
30120,30,VERACRUZ DE IGNACIO DE LA LLAVE,OTEAPAN,0,0,0
30121,30,VERACRUZ DE IGNACIO DE LA LLAVE,OZULUAMA DE MASCAREÑAS,0,0,0
30122,30,VERACRUZ DE IGNACIO DE LA LLAVE,PAJAPAN,0,0,0
30123,30,VERACRUZ DE IGNACIO DE LA LLAVE,PÁNUCO,0,0,0
30124,30,VERACRUZ DE IGNACIO DE LA LLAVE,PAPANTLA,0,0,0
30125,30,VERACRUZ DE IGNACIO DE LA LLAVE,PASO DEL MACHO,0,0,0
30126,30,VERACRUZ DE IGNACIO DE LA LLAVE,PASO DE OVEJAS,0,0,0
30127,30,VERACRUZ DE IGNACIO DE LA LLAVE,LA PERLA,0,0,0
30128,30,VERACRUZ DE IGNACIO DE LA LLAVE,PEROTE,0,0,0
30129,30,VERACRUZ DE IGNACIO DE LA LLAVE,PLATÓN SÁNCHEZ,0,0,0
30130,30,VERACRUZ DE IGNACIO DE LA LLAVE,PLAYA VICENTE,0,0,0
30131,30,VERACRUZ DE IGNACIO DE LA LLAVE,POZA RICA DE HIDALGO,0,0,0
30132,30,VERACRUZ DE IGNACIO DE LA LLAVE,LAS VIGAS DE RAMÍREZ,0,0,0
30133,30,VERACRUZ DE IGNACIO DE LA LLAVE,PUEBLO VIEJO,0,0,0
30134,30,VERACRUZ DE IGNACIO DE LA LLAVE,PUENTE NACIONAL,0,0,0
30135,30,VERACRUZ DE IGNACIO DE LA LLAVE,RAFAEL DELGADO,0,0,0
30136,30,VERACRUZ DE IGNACIO DE LA LLAVE,RAFAEL LUCIO,0,0,0
30137,30,VERACRUZ DE IGNACIO DE LA LLAVE,LOS REYES,0,0,0
30138,30,VERACRUZ DE IGNACIO DE LA LLAVE,RÍO BLANCO,0,0,0
30139,30,VERACRUZ DE IGNACIO DE LA LLAVE,SALTABARRANCA,0,0,0
30140,30,VERACRUZ DE IGNACIO DE LA LLAVE,SAN ANDRÉS TENEJAPAN,0,0,0
30141,30,VERACRUZ DE IGNACIO DE LA LLAVE,SAN ANDRÉS TUXTLA,0,0,0
30142,30,VERACRUZ DE IGNACIO DE LA LLAVE,SAN JUAN EVANGELISTA,0,0,0
30143,30,VERACRUZ DE IGNACIO DE LA LLAVE,SANTIAGO TUXTLA,0,0,0
30144,30,VERACRUZ DE IGNACIO DE LA LLAVE,SAYULA DE ALEMÁN,0,0,0
30145,30,VERACRUZ DE IGNACIO DE LA LLAVE,SOCONUSCO,0,0,0
30146,30,VERACRUZ DE IGNACIO DE LA LLAVE,SOCHIAPA,0,0,0
30147,30,VERACRUZ DE IGNACIO DE LA LLAVE,SOLEDAD ATZOMPA,0,0,0
30148,30,VERACRUZ DE IGNACIO DE LA LLAVE,SOLEDAD DE DOBLADO,0,0,0
30149,30,VERACRUZ DE IGNACIO DE LA LLAVE,SOTEAPAN,0,0,0
30150,30,VERACRUZ DE IGNACIO DE LA LLAVE,TAMALÍN,0,0,0
30151,30,VERACRUZ DE IGNACIO DE LA LLAVE,TAMIAHUA,0,0,0
30152,30,VERACRUZ DE IGNACIO DE LA LLAVE,TAMPICO ALTO,0,0,0
30153,30,VERACRUZ DE IGNACIO DE LA LLAVE,TANCOCO,0,0,0
30154,30,VERACRUZ DE IGNACIO DE LA LLAVE,TANTIMA,0,0,0
30155,30,VERACRUZ DE IGNACIO DE LA LLAVE,TANTOYUCA,0,0,0
30156,30,VERACRUZ DE IGNACIO DE LA LLAVE,TATATILA,0,0,0
30157,30,VERACRUZ DE IGNACIO DE LA LLAVE,CASTILLO DE TEAYO,0,0,0
30158,30,VERACRUZ DE IGNACIO DE LA LLAVE,TECOLUTLA,0,0,0
30159,30,VERACRUZ DE IGNACIO DE LA LLAVE,TEHUIPANGO,0,0,0
30160,30,VERACRUZ DE IGNACIO DE LA LLAVE,ÁLAMO TEMAPACHE,0,0,0
30161,30,VERACRUZ DE IGNACIO DE LA LLAVE,TEMPOAL,0,0,0
30162,30,VERACRUZ DE IGNACIO DE LA LLAVE,TENAMPA,0,0,0
30163,30,VERACRUZ DE IGNACIO DE LA LLAVE,TENOCHTITLÁN,0,0,0
30164,30,VERACRUZ DE IGNACIO DE LA LLAVE,TEOCELO,0,0,0
30165,30,VERACRUZ DE IGNACIO DE LA LLAVE,TEPATLAXCO,0,0,0
30166,30,VERACRUZ DE IGNACIO DE LA LLAVE,TEPETLÁN,0,0,0
30167,30,VERACRUZ DE IGNACIO DE LA LLAVE,TEPETZINTLA,0,0,0
30168,30,VERACRUZ DE IGNACIO DE LA LLAVE,TEQUILA,0,0,0
30169,30,VERACRUZ DE IGNACIO DE LA LLAVE,JOSÉ AZUETA,0,0,0
30170,30,VERACRUZ DE IGNACIO DE LA LLAVE,TEXCATEPEC,0,0,0
30171,30,VERACRUZ DE IGNACIO DE LA LLAVE,TEXHUACÁN,0,0,0
30172,30,VERACRUZ DE IGNACIO DE LA LLAVE,TEXISTEPEC,0,0,0
30173,30,VERACRUZ DE IGNACIO DE LA LLAVE,TEZONAPA,0,0,0
30174,30,VERACRUZ DE IGNACIO DE LA LLAVE,TIERRA BLANCA,0,0,0
30175,30,VERACRUZ DE IGNACIO DE LA LLAVE,TIHUATLÁN,0,0,0
30176,30,VERACRUZ DE IGNACIO DE LA LLAVE,TLACOJALPAN,0,0,0
30177,30,VERACRUZ DE IGNACIO DE LA LLAVE,TLACOLULAN,0,0,0
30178,30,VERACRUZ DE IGNACIO DE LA LLAVE,TLACOTALPAN,0,0,0
30179,30,VERACRUZ DE IGNACIO DE LA LLAVE,TLACOTEPEC DE MEJÍA,0,0,0
30180,30,VERACRUZ DE IGNACIO DE LA LLAVE,TLACHICHILCO,0,0,0
30181,30,VERACRUZ DE IGNACIO DE LA LLAVE,TLALIXCOYAN,0,0,0
30182,30,VERACRUZ DE IGNACIO DE LA LLAVE,TLALNELHUAYOCAN,0,0,0
30183,30,VERACRUZ DE IGNACIO DE LA LLAVE,TLAPACOYAN,0,0,0
30184,30,VERACRUZ DE IGNACIO DE LA LLAVE,TLAQUILPA,0,0,0
30185,30,VERACRUZ DE IGNACIO DE LA LLAVE,TLILAPAN,0,0,0
30186,30,VERACRUZ DE IGNACIO DE LA LLAVE,TOMATLÁN,0,0,0
30187,30,VERACRUZ DE IGNACIO DE LA LLAVE,TONAYÁN,0,0,0
30188,30,VERACRUZ DE IGNACIO DE LA LLAVE,TOTUTLA,0,0,0
30189,30,VERACRUZ DE IGNACIO DE LA LLAVE,TUXPAN,0,0,0
30190,30,VERACRUZ DE IGNACIO DE LA LLAVE,TUXTILLA,0,0,0
30191,30,VERACRUZ DE IGNACIO DE LA LLAVE,URSULO GALVÁN,0,0,0
30192,30,VERACRUZ DE IGNACIO DE LA LLAVE,VEGA DE ALATORRE,0,0,0
30193,30,VERACRUZ DE IGNACIO DE LA LLAVE,VERACRUZ,0,0,0
30194,30,VERACRUZ DE IGNACIO DE LA LLAVE,VILLA ALDAMA,0,0,0
30195,30,VERACRUZ DE IGNACIO DE LA LLAVE,XOXOCOTLA,0,0,0
30196,30,VERACRUZ DE IGNACIO DE LA LLAVE,YANGA,0,0,0
30197,30,VERACRUZ DE IGNACIO DE LA LLAVE,YECUATLA,0,0,0
30198,30,VERACRUZ DE IGNACIO DE LA LLAVE,ZACUALPAN,0,0,0
30199,30,VERACRUZ DE IGNACIO DE LA LLAVE,ZARAGOZA,0,0,0
30200,30,VERACRUZ DE IGNACIO DE LA LLAVE,ZENTLA,0,0,0
30201,30,VERACRUZ DE IGNACIO DE LA LLAVE,ZONGOLICA,0,0,0
30202,30,VERACRUZ DE IGNACIO DE LA LLAVE,ZONTECOMATLÁN DE LÓPEZ Y FUENTES,0,0,0
30203,30,VERACRUZ DE IGNACIO DE LA LLAVE,ZOZOCOLCO DE HIDALGO,0,0,0
30204,30,VERACRUZ DE IGNACIO DE LA LLAVE,AGUA DULCE,0,0,0
30205,30,VERACRUZ DE IGNACIO DE LA LLAVE,EL HIGO,0,0,0
30206,30,VERACRUZ DE IGNACIO DE LA LLAVE,NANCHITAL DE LÁZARO CÁRDENAS DEL RÍO,0,0,0
30207,30,VERACRUZ DE IGNACIO DE LA LLAVE,TRES VALLES,0,0,0
30208,30,VERACRUZ DE IGNACIO DE LA LLAVE,CARLOS A. CARRILLO,0,0,0
30209,30,VERACRUZ DE IGNACIO DE LA LLAVE,TATAHUICAPAN DE JUÁREZ,0,0,0
30210,30,VERACRUZ DE IGNACIO DE LA LLAVE,UXPANAPA,0,0,0
30211,30,VERACRUZ DE IGNACIO DE LA LLAVE,SAN RAFAEL,0,0,0
30212,30,VERACRUZ DE IGNACIO DE LA LLAVE,SANTIAGO SOCHIAPAN,0,0,0
30997,30,VERACRUZ DE IGNACIO DE LA LLAVE,NO ESPECIFICADO,,,
31001,31,YUCATÁN,ABALÁ,0,0,0
31002,31,YUCATÁN,ACANCEH,0,0,0
31003,31,YUCATÁN,AKIL,0,0,0
31004,31,YUCATÁN,BACA,0,0,0
31005,31,YUCATÁN,BOKOBÁ,0,0,0
31006,31,YUCATÁN,BUCTZOTZ,0,0,0
31007,31,YUCATÁN,CACALCHÉN,0,0,0
31008,31,YUCATÁN,CALOTMUL,0,0,0
31009,31,YUCATÁN,CANSAHCAB,0,0,0
31010,31,YUCATÁN,CANTAMAYEC,0,0,0
31011,31,YUCATÁN,CELESTÚN,0,0,0
31012,31,YUCATÁN,CENOTILLO,0,0,0
31013,31,YUCATÁN,CONKAL,0,0,0
31014,31,YUCATÁN,CUNCUNUL,0,0,0
31015,31,YUCATÁN,CUZAMÁ,0,0,0
31016,31,YUCATÁN,CHACSINKÍN,0,0,0
31017,31,YUCATÁN,CHANKOM,0,0,0
31018,31,YUCATÁN,CHAPAB,0,0,0
31019,31,YUCATÁN,CHEMAX,0,0,0
31020,31,YUCATÁN,CHICXULUB PUEBLO,0,0,0
31021,31,YUCATÁN,CHICHIMILÁ,0,0,0
31022,31,YUCATÁN,CHIKINDZONOT,0,0,0
31023,31,YUCATÁN,CHOCHOLÁ,0,0,0
31024,31,YUCATÁN,CHUMAYEL,0,0,0
31025,31,YUCATÁN,DZÁN,0,0,0
31026,31,YUCATÁN,DZEMUL,0,0,0
31027,31,YUCATÁN,DZIDZANTÚN,0,0,0
31028,31,YUCATÁN,DZILAM DE BRAVO,0,0,0
31029,31,YUCATÁN,DZILAM GONZÁLEZ,0,0,0
31030,31,YUCATÁN,DZITÁS,0,0,0
31031,31,YUCATÁN,DZONCAUICH,0,0,0
31032,31,YUCATÁN,ESPITA,0,0,0
31033,31,YUCATÁN,HALACHÓ,0,0,0
31034,31,YUCATÁN,HOCABÁ,0,0,0
31035,31,YUCATÁN,HOCTÚN,0,0,0
31036,31,YUCATÁN,HOMÚN,0,0,0
31037,31,YUCATÁN,HUHÍ,0,0,0
31038,31,YUCATÁN,HUNUCMÁ,0,0,0
31039,31,YUCATÁN,IXIL,0,0,0
31040,31,YUCATÁN,IZAMAL,0,0,0
31041,31,YUCATÁN,KANASÍN,0,0,0
31042,31,YUCATÁN,KANTUNIL,0,0,0
31043,31,YUCATÁN,KAUA,0,0,0
31044,31,YUCATÁN,KINCHIL,0,0,0
31045,31,YUCATÁN,KOPOMÁ,0,0,0
31046,31,YUCATÁN,MAMA,0,0,0
31047,31,YUCATÁN,MANÍ,0,0,0
31048,31,YUCATÁN,MAXCANÚ,0,0,0
31049,31,YUCATÁN,MAYAPÁN,0,0,0
31050,31,YUCATÁN,MÉRIDA,0,0,0
31051,31,YUCATÁN,MOCOCHÁ,0,0,0
31052,31,YUCATÁN,MOTUL,0,0,0
31053,31,YUCATÁN,MUNA,0,0,0
31054,31,YUCATÁN,MUXUPIP,0,0,0
31055,31,YUCATÁN,OPICHÉN,0,0,0
31056,31,YUCATÁN,OXKUTZCAB,0,0,0
31057,31,YUCATÁN,PANABÁ,0,0,0
31058,31,YUCATÁN,PETO,0,0,0
31059,31,YUCATÁN,PROGRESO,0,0,0
31060,31,YUCATÁN,QUINTANA ROO,0,0,0
31061,31,YUCATÁN,RÍO LAGARTOS,0,0,0
31062,31,YUCATÁN,SACALUM,0,0,0
31063,31,YUCATÁN,SAMAHIL,0,0,0
31064,31,YUCATÁN,SANAHCAT,0,0,0
31065,31,YUCATÁN,SAN FELIPE,0,0,0
31066,31,YUCATÁN,SANTA ELENA,0,0,0
31067,31,YUCATÁN,SEYÉ,0,0,0
31068,31,YUCATÁN,SINANCHÉ,0,0,0
31069,31,YUCATÁN,SOTUTA,0,0,0
31070,31,YUCATÁN,SUCILÁ,0,0,0
31071,31,YUCATÁN,SUDZAL,0,0,0
31072,31,YUCATÁN,SUMA,0,0,0
31073,31,YUCATÁN,TAHDZIÚ,0,0,0
31074,31,YUCATÁN,TAHMEK,0,0,0
31075,31,YUCATÁN,TEABO,0,0,0
31076,31,YUCATÁN,TECOH,0,0,0
31077,31,YUCATÁN,TEKAL DE VENEGAS,0,0,0
31078,31,YUCATÁN,TEKANTÓ,0,0,0
31079,31,YUCATÁN,TEKAX,0,0,0
31080,31,YUCATÁN,TEKIT,0,0,0
31081,31,YUCATÁN,TEKOM,0,0,0
31082,31,YUCATÁN,TELCHAC PUEBLO,0,0,0
31083,31,YUCATÁN,TELCHAC PUERTO,0,0,0
31084,31,YUCATÁN,TEMAX,0,0,0
31085,31,YUCATÁN,TEMOZÓN,0,0,0
31086,31,YUCATÁN,TEPAKÁN,0,0,0
31087,31,YUCATÁN,TETIZ,0,0,0
31088,31,YUCATÁN,TEYA,0,0,0
31089,31,YUCATÁN,TICUL,0,0,0
31090,31,YUCATÁN,TIMUCUY,0,0,0
31091,31,YUCATÁN,TINUM,0,0,0
31092,31,YUCATÁN,TIXCACALCUPUL,0,0,0
31093,31,YUCATÁN,TIXKOKOB,0,0,0
31094,31,YUCATÁN,TIXMEHUAC,0,0,0
31095,31,YUCATÁN,TIXPÉHUAL,0,0,0
31096,31,YUCATÁN,TIZIMÍN,0,0,0
31097,31,YUCATÁN,TUNKÁS,0,0,0
31098,31,YUCATÁN,TZUCACAB,0,0,0
31099,31,YUCATÁN,UAYMA,0,0,0
31100,31,YUCATÁN,UCÚ,0,0,0
31101,31,YUCATÁN,UMÁN,0,0,0
31102,31,YUCATÁN,VALLADOLID,0,0,0
31103,31,YUCATÁN,XOCCHEL,0,0,0
31104,31,YUCATÁN,YAXCABÁ,0,0,0
31105,31,YUCATÁN,YAXKUKUL,0,0,0
31106,31,YUCATÁN,YOBAÍN,0,0,0
31997,31,YUCATÁN,NO ESPECIFICADO,,,
32001,32,ZACATECAS,APOZOL,0,0,0
32002,32,ZACATECAS,APULCO,0,0,0
32003,32,ZACATECAS,ATOLINGA,0,0,0
32004,32,ZACATECAS,BENITO JUÁREZ,0,0,0
32005,32,ZACATECAS,CALERA,0,0,0
32006,32,ZACATECAS,CAÑITAS DE FELIPE PESCADOR,0,0,0
32007,32,ZACATECAS,CONCEPCIÓN DEL ORO,0,0,0
32008,32,ZACATECAS,CUAUHTÉMOC,0,0,0
32009,32,ZACATECAS,CHALCHIHUITES,0,0,0
32010,32,ZACATECAS,FRESNILLO,0,0,0
32011,32,ZACATECAS,TRINIDAD GARCÍA DE LA CADENA,0,0,0
32012,32,ZACATECAS,GENARO CODINA,0,0,0
32013,32,ZACATECAS,GENERAL ENRIQUE ESTRADA,0,0,0
32014,32,ZACATECAS,GENERAL FRANCISCO R. MURGUÍA,0,0,0
32015,32,ZACATECAS,EL PLATEADO DE JOAQUÍN AMARO,0,0,0
32016,32,ZACATECAS,GENERAL PÁNFILO NATERA,0,0,0
32017,32,ZACATECAS,GUADALUPE,0,0,0
32018,32,ZACATECAS,HUANUSCO,0,0,0
32019,32,ZACATECAS,JALPA,0,0,0
32020,32,ZACATECAS,JEREZ,0,0,0
32021,32,ZACATECAS,JIMÉNEZ DEL TEUL,0,0,0
32022,32,ZACATECAS,JUAN ALDAMA,0,0,0
32023,32,ZACATECAS,JUCHIPILA,0,0,0
32024,32,ZACATECAS,LORETO,0,0,0
32025,32,ZACATECAS,LUIS MOYA,0,0,0
32026,32,ZACATECAS,MAZAPIL,0,0,0
32027,32,ZACATECAS,MELCHOR OCAMPO,0,0,0
32028,32,ZACATECAS,MEZQUITAL DEL ORO,0,0,0
32029,32,ZACATECAS,MIGUEL AUZA,0,0,0
32030,32,ZACATECAS,MOMAX,0,0,0
32031,32,ZACATECAS,MONTE ESCOBEDO,0,0,0
32032,32,ZACATECAS,MORELOS,0,0,0
32033,32,ZACATECAS,MOYAHUA DE ESTRADA,0,0,0
32034,32,ZACATECAS,NOCHISTLÁN DE MEJÍA,0,0,0
32035,32,ZACATECAS,NORIA DE ÁNGELES,0,0,0
32036,32,ZACATECAS,OJOCALIENTE,0,0,0
32037,32,ZACATECAS,PÁNUCO,0,0,0
32038,32,ZACATECAS,PINOS,0,0,0
32039,32,ZACATECAS,RÍO GRANDE,0,0,0
32040,32,ZACATECAS,SAIN ALTO,0,0,0
32041,32,ZACATECAS,EL SALVADOR,0,0,0
32042,32,ZACATECAS,SOMBRERETE,0,0,0
32043,32,ZACATECAS,SUSTICACÁN,0,0,0
32044,32,ZACATECAS,TABASCO,0,0,0
32045,32,ZACATECAS,TEPECHITLÁN,0,0,0
32046,32,ZACATECAS,TEPETONGO,0,0,0
32047,32,ZACATECAS,TEÚL DE GONZÁLEZ ORTEGA,0,0,0
32048,32,ZACATECAS,TLALTENANGO DE SÁNCHEZ ROMÁN,0,0,0
32049,32,ZACATECAS,VALPARAÍSO,0,0,0
32050,32,ZACATECAS,VETAGRANDE,0,0,0
32051,32,ZACATECAS,VILLA DE COS,0,0,0
32052,32,ZACATECAS,VILLA GARCÍA,0,0,0
32053,32,ZACATECAS,VILLA GONZÁLEZ ORTEGA,0,0,0
32054,32,ZACATECAS,VILLA HIDALGO,0,0,0
32055,32,ZACATECAS,VILLANUEVA,0,0,0
32056,32,ZACATECAS,ZACATECAS,0,0,0
32057,32,ZACATECAS,TRANCOSO,0,0,0
32058,32,ZACATECAS,SANTA MARÍA DE LA PAZ,0,0,0
32997,32,ZACATECAS,NO ESPECIFICADO,,,
34999,34,NO IDENTIFICADO,NO IDENTIFICADO,0,0,0
